text,label
i had to continue to enforce my no playdate policy which meant i continued to feel angry twice over each day once during a horrible morning drop off and once in the afternoon when i reminded noah that no he couldnt play because of the bad drop off missing mommy,3
i woke up feeling groggy and grumpy and like the last thing i wanted to do was make dinner,0
i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers,0
i feel god in my life more now than i ever have before and things are so wonderful right now,1
i do feel like ive been a neglectful friend but its due to the fact that i feel like a hinderance so i just stay away,0
i did not know this i could not look out upon the sea and sky without feeling mildly discontent,0
i hate feeling like this this is bullshit ok i m so done bye,1
i tasted some hari raya cookies and feeling greedy i would go and prebook their kueh makmur and tart because i know their hygiene standard and ingredients,3
i sit here feeling drained i really wonder what will i do when i reach that point,0
i buy something i go out and look at what else i didnt buy and then after a bit of comparison here and there i suddenly feel dissatisfied with my purchase,3
ive been feeling incredibly inadequate more so than usual and its gotten to a point where i almost feel paralyzed by it,0
im amazed how many men say they feel unloved if the house is messy and they have to fix their own dinner,0
i feel a restless weekend heading our way,4
i feel ugly i cover myself with a beautiful blanket in a make believe gown,0
i always said i felt so blessed to have him and today that feeling is been reassured many times,1
i cant do strappy shoes at work i just feel weird so i took these off thrifted ninewest,4
i love the fact that i look as best i can and i feel terrific because i eat right and constantly exercise,1
i decent article which i knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing exactly that,3
i have moments where i just feel so overwhelmed that my eyes well up with tears,4
i started feeling thankful for food for being able to enjoy such delicious things and got into cooking and baking healthy meals for my family,1
